St;Max;St;Anz1
20759;250504;20759;225
20760;20760;20760;106
20761;250504;20761;225
20762;31144;20762;106
20763;532168;20763;88
20764;94768;20764;75
20765;94768;20765;75
20766;105136;20766;75
20767;315412;20767;75
20768;20768;20768;150
20769;62308;20769;88
20770;31156;20770;88
20771;93472;20771;88
20772;26296;20772;88
20773;62320;20773;88
20774;46744;20774;88
20775;157768;20775;75
20776;20776;20776;150
20777;236680;20777;75
20778;31168;20778;150
20779;93508;20779;88
20780;23380;20780;106
20781;62344;20781;106
20782;70144;20782;106
20783;210436;20783;88
20784;20784;20784;150
20785;62356;20785;150
20786;35080;20786;150
20787;93544;20787;150
20788;20788;20788;150
20789;62368;20789;150
20790;118420;20790;88
20791;140344;20791;88
20792;20792;20792;150
20793;505924;20793;225
20794;31192;20794;150
20795;105280;20795;150
20796;52648;20796;150
20797;62392;20797;150
20798;899584;20798;88
20799;899584;20799;88
20800;20800;20800;31
20801;62404;20801;150
20802;44440;20802;150
20803;93616;20803;150
20804;20804;20804;150
20805;62416;20805;150
20806;46816;20806;150
20807;399976;20807;181
20808;33352;20808;181
20809;105352;20809;150
20810;33352;20810;181
20811;93652;20811;150
20812;33352;20812;181
20813;62440;20813;181
20814;320488;20814;111
20815;320488;20815;111
20816;20816;20816;31
20817;88936;20817;181
20818;675376;20818;88
20819;675376;20819;88
20820;20820;20820;31
20821;62464;20821;31
20822;46852;20822;150
20823;140560;20823;150
20824;20824;20824;106
20825;70288;20825;150
20826;31240;20826;106
20827;158164;20827;150
20828;35152;20828;106
20829;62488;20829;106
20830;975400;20830;256
20831;975400;20831;256
20832;20832;20832;106
20833;79108;20833;150
20834;31252;20834;44
20835;93760;20835;44
20836;20836;20836;44
20837;62512;20837;44
20838;46888;20838;44
20839;534112;20839;137
20840;20840;20840;106
20841;158272;20841;137
20842;31264;20842;106
20843;93796;20843;137
20844;84544;20844;137
20845;84544;20845;137
20846;84544;20846;137
20847;237472;20847;137
20848;20848;20848;106
20849;62548;20849;106
20850;35188;20850;44
20851;93832;20851;44
20852;20852;20852;106
20853;62560;20853;106
20854;67768;20854;111
20855;140776;20855;111
20856;33424;20856;88
20857;400948;20857;150
20858;33424;20858;88
20859;105604;20859;150
20860;79216;20860;88
20861;79216;20861;88
20862;237652;20862;88
20863;712960;20863;88
20864;20864;20864;31
20865;62596;20865;150
20866;31300;20866;150
20867;93904;20867;150
20868;20868;20868;150
20869;62608;20869;150
20870;46960;20870;150
20871;140884;20871;150
20872;20872;20872;57
20873;118888;20873;57
20874;31312;20874;57
20875;150496;20875;88
20876;23488;20876;57
20877;62632;20877;57
20878;70468;20878;88
20879;211408;20879;88
20880;20880;20880;57
20881;62644;20881;106
20882;52864;20882;106
20883;93976;20883;106
20884;20884;20884;57
20885;62656;20885;57
20886;46996;20886;62
20887;140992;20887;62
20888;20888;20888;57
20889;70504;20889;62
20890;31336;20890;57
20891;237976;20891;62
20892;100420;20892;62
20893;100420;20893;62
20894;105784;20894;62
20895;50143264;20895;256
20896;20896;20896;31
20897;225988;20897;163
20898;80512;20898;88
20899;94048;20899;88
20900;80512;20900;88
20901;80512;20901;88
20902;80512;20902;88
20903;158740;20903;150
20904;20904;20904;31
20905;357208;20905;88
20906;31360;20906;31
20907;133972;20907;150
20908;23524;20908;57
20909;62728;20909;57
20910;70576;20910;57
20911;211732;20911;57
20912;190996;20912;181
20913;62740;20913;57
20914;35296;20914;57
20915;94120;20915;57
20916;190996;20916;181
20917;190996;20917;181
20918;79432;20918;150
20919;141208;20919;150
20920;190996;20920;181
20921;70612;20921;57
20922;190996;20922;181
20923;105928;20923;132
20924;67048;20924;132
20925;67048;20925;132
20926;158920;20926;132
20927;804544;20927;88
20928;20928;20928;150
20929;190996;20929;181
20930;381976;20930;132
20931;381976;20931;132
20932;20932;20932;31
20933;62800;20933;31
20934;47104;20934;31
20935;141316;20935;62
20936;20936;20936;88
20937;106000;20937;88
20938;31408;20938;88
20939;94228;20939;106
20940;23560;20940;88
20941;62824;20941;88
20942;119284;20942;88
20943;212056;20943;88
20944;20944;20944;150
20945;62836;20945;88
20946;79540;20946;88
20947;94264;20947;88
20948;20948;20948;150
20949;62848;20949;150
20950;59668;20950;88
20951;141424;20951;88
20952;20952;20952;106
20953;70720;20953;106
20954;31432;20954;106
20955;159136;20955;88
20956;35368;20956;106
20957;62872;20957;106
20958;453256;20958;132
20959;453256;20959;132
20960;20960;20960;150
20961;119392;20961;88
20962;31444;20962;150
20963;94336;20963;150
20964;85048;20964;88
20965;85048;20965;88
20966;85048;20966;88
20967;6980632;20967;163
20968;20968;20968;150
20969;179152;20969;88
20970;31456;20970;150
20971;268756;20971;88
20972;26548;20972;57
20973;62920;20973;57
20974;70792;20974;57
20975;6889048;20975;93
20976;20976;20976;106
20977;62932;20977;150
20978;39832;20978;57
20979;94408;20979;57
20980;20980;20980;106
20981;62944;20981;106
20982;201688;20982;88
20983;201688;20983;88
20984;59776;20984;106
20985;79684;20985;57
20986;59776;20986;106
20987;119536;20987;88
20988;179332;20988;88
20989;179332;20989;88
20990;538000;20990;88
20991;1614004;20991;88
20992;20992;20992;119
20993;62980;20993;119
20994;31492;20994;150
20995;94480;20995;150
20996;345544;20996;132
20997;345544;20997;132
20998;345544;20998;132
20999;255472;20999;88
21000;21000;21000;31
21001;106324;21001;150
21002;31504;21002;31
21003;345544;21003;132
21004;23632;21004;31
21005;63016;21005;31
21006;345544;21006;132
21007;345544;21007;132
21008;21008;21008;31
21009;63028;21009;31
21010;53188;21010;150
21011;94552;21011;150
21012;21012;21012;31
21013;63040;21013;31
21014;47284;21014;150
21015;141856;21015;150
21016;21016;21016;31
21017;70936;21017;150
21018;31528;21018;31
21019;359152;21019;119
21020;95956;21020;88
21021;95956;21021;88
21022;106432;21022;88
21023;319300;21023;57
21024;21024;21024;57
21025;95956;21025;88
21026;31540;21026;31
21027;94624;21027;31
21028;575728;21028;181
21029;575728;21029;181
21030;575728;21030;181
21031;170584;21031;88
21032;21032;21032;57
21033;341152;21033;88
21034;31552;21034;57
21035;94660;21035;31
21036;23668;21036;106
21037;63112;21037;106
21038;71008;21038;106
21039;269620;21039;225
21040;21040;21040;57
21041;63124;21041;106
21042;35512;21042;106
21043;94696;21043;106
21044;21044;21044;57
21045;63136;21045;57
21046;269728;21046;181
21047;269728;21047;181
21048;250504;21048;194
21049;71044;21049;181
21050;250504;21050;194
21051;250504;21051;194
21052;250504;21052;194
21053;250504;21053;194
21054;159892;21054;88
21055;479680;21055;88
21056;21056;21056;57
21057;63172;21057;44
21058;31588;21058;44
21059;94768;21059;44
21060;21060;21060;44
21061;63184;21061;44
21062;47392;21062;44
21063;250504;21063;194
21064;21064;21064;44
21065;106648;21065;106
21066;31600;21066;44
21067;94804;21067;44
21068;23704;21068;44
21069;63208;21069;44
21070;250504;21070;194
21071;250504;21071;194
21072;21072;21072;57
21073;63220;21073;80
21074;120040;21074;80
21075;120040;21075;80
21076;21076;21076;57
21077;63232;21077;57
21078;250504;21078;194
21079;250504;21079;194
21080;21080;21080;57
21081;250504;21081;194
21082;31624;21082;57
21083;512944;21083;88
21084;35584;21084;57
21085;63256;21085;57
21086;144340;21086;181
21087;320272;21087;181
21088;21088;21088;57
21089;80080;21089;44
21090;31636;21090;150
21091;94912;21091;150
21092;21092;21092;150
21093;63280;21093;150
21094;47464;21094;150
21095;360448;21095;44
21096;21096;21096;57
21097;160216;21097;80
21098;31648;21098;57
21099;94948;21099;80
21100;60100;21100;106
21101;63304;21101;106
21102;71224;21102;106
21103;240388;21103;80
21104;21104;21104;150
21105;63316;21105;57
21106;45088;21106;106
21107;94984;21107;106
21108;21108;21108;150
21109;63328;21109;150
21110;53440;21110;150
21111;142504;21111;150
21112;26728;21112;150
21113;120256;21113;106
21114;31672;21114;150
21115;106900;21115;106
21116;202984;21116;80
21117;202984;21117;80
21118;240568;21118;80
21119;811924;21119;80
21120;21120;21120;119
21121;114208;21121;106
21122;31684;21122;57
21123;95056;21123;57
21124;33856;21124;57
21125;63376;21125;57
21126;47536;21126;57
21127;142612;21127;57
21128;21128;21128;106
21129;180520;21129;62
21130;31696;21130;106
21131;95092;21131;57
21132;23776;21132;106
21133;63400;21133;106
21134;304720;21134;62
21135;304720;21135;62
21136;21136;21136;106
21137;63412;21137;57
21138;53512;21138;57
21139;95128;21139;57
21140;21140;21140;106
21141;63424;21141;106
21142;47572;21142;106
21143;142720;21143;106
21144;21144;21144;106
21145;71368;21145;150
21146;31720;21146;106
21147;1465108;21147;132
21148;67768;21148;80
21149;67768;21149;80
21150;107080;21150;80
21151;542104;21151;132
21152;21152;21152;119
21153;63460;21153;150
21154;50848;21154;57
21155;95200;21155;57
21156;135592;21156;57
21157;135592;21157;57
21158;135592;21158;57
21159;651544;21159;132
21160;21160;21160;119
21161;2316760;21161;132
21162;31744;21162;119
21163;95236;21163;106
21164;23812;21164;57
21165;63496;21165;57
21166;71440;21166;57
21167;214324;21167;106
21168;21168;21168;57
21169;63508;21169;150
21170;35728;21170;150
21171;95272;21171;150
21172;21172;21172;57
21173;63520;21173;57
21174;80404;21174;132
21175;142936;21175;132
21176;21176;21176;57
21177;71476;21177;150
21178;31768;21178;57
21179;1100608;21179;119
21180;53620;21180;150
21181;63544;21181;150
21182;160864;21182;150
21183;610792;21183;80
21184;21184;21184;31
21185;63556;21185;57
21186;50920;21186;132
21187;95344;21187;132
21188;21188;21188;101
21189;63568;21189;101
21190;47680;21190;101
21191;143044;21191;57
21192;21192;21192;101
21193;107296;21193;57
21194;31792;21194;101
21195;95380;21195;57
21196;23848;21196;101
21197;63592;21197;101
21198;619648;21198;163
21199;619648;21199;163
21200;21200;21200;31
21201;63604;21201;57
21202;80512;21202;57
21203;95416;21203;57
21204;21204;21204;31
21205;63616;21205;31
21206;86020;21206;106
21207;143152;21207;106
21208;22660;21208;150
21209;71584;21209;101
21210;31816;21210;150
21211;2480056;21211;225
21212;35800;21212;150
21213;63640;21213;150
21214;120832;21214;57
21215;322216;21215;57
21216;21216;21216;31
21217;305908;21217;106
21218;31828;21218;31
21219;95488;21219;31
21220;21220;21220;101
21221;63664;21221;101
21222;47752;21222;101
21223;407968;21223;150
21224;21224;21224;31
21225;1276936;21225;225
21226;31840;21226;31
21227;120904;21227;106
21228;51028;21228;150
21229;63688;21229;150
21230;71656;21230;150
21231;11927896;21231;194
21232;21232;21232;57
21233;63700;21233;31
21234;497176;21234;256
21235;497176;21235;256
21236;21236;21236;57
21237;63712;21237;57
21238;53764;21238;101
21239;143368;21239;101
21240;40336;21240;57
21241;80656;21241;57
21242;40336;21242;57
21243;181492;21243;101
21244;121012;21244;101
21245;121012;21245;101
21246;363040;21246;101
21247;1089124;21247;150
21248;21248;21248;119
21249;63748;21249;57
21250;31876;21250;57
21251;95632;21251;57
21252;21252;21252;57
21253;63760;21253;57
21254;47824;21254;57
21255;143476;21255;150
21256;21256;21256;57
21257;107620;21257;150
21258;31888;21258;57
21259;95668;21259;62
21260;23920;21260;57
21261;63784;21261;57
21262;71764;21262;57
21263;215296;21263;57
21264;21264;21264;57
21265;63796;21265;57
21266;60568;21266;150
21267;95704;21267;150
21268;21268;21268;57
21269;63808;21269;57
21270;47860;21270;57
21271;143584;21271;57
21272;21272;21272;57
21273;90880;21273;57
21274;31912;21274;57
21275;817936;21275;150
21276;35908;21276;57
21277;63832;21277;57
21278;107728;21278;57
21279;323188;21279;62
21280;21280;21280;57
21281;63844;21281;101
21282;31924;21282;57
21283;95776;21283;57
21284;26944;21284;57
21285;63856;21285;57
21286;47896;21286;57
21287;517912;21287;101
21288;21288;21288;57
21289;242512;21289;57
21290;31936;21290;57
21291;138400;21291;194
21292;23956;21292;57
21293;63880;21293;57
21294;71872;21294;57
21295;215620;21295;101
21296;21296;21296;57
21297;63892;21297;57
21298;35944;21298;57
21299;95848;21299;57
21300;21300;21300;57
21301;63904;21301;57
21302;345544;21302;101
21303;345544;21303;101
21304;45520;21304;88
21305;71908;21305;57
21306;45520;21306;88
21307;107872;21307;88
21308;53944;21308;88
21309;63928;21309;88
21310;182068;21310;150
21311;485512;21311;150
21312;21312;21312;119
21313;63940;21313;57
21314;31972;21314;88
21315;95920;21315;88
21316;21316;21316;57
21317;63952;21317;57
21318;47968;21318;57
21319;875284;21319;101
21320;21320;21320;57
21321;107944;21321;57
21322;31984;21322;57
21323;95956;21323;57
21324;23992;21324;57
21325;63976;21325;57
21326;80980;21326;57
21327;215944;21327;57
21328;21328;21328;119
21329;129760;21329;194
21330;182248;21330;194
21331;182248;21331;194
21332;21332;21332;119
21333;64000;21333;119
21334;102544;21334;150
21335;144016;21335;150
21336;21336;21336;49
21337;72016;21337;57
21338;32008;21338;49
21339;162052;21339;88
21340;36016;21340;49
21341;64024;21341;49
21342;108052;21342;88
21343;324160;21343;88
21344;21688;21344;150
21345;153880;21345;75
21346;32020;21346;57
21347;96064;21347;57
21348;21348;21348;57
21349;64048;21349;57
21350;48040;21350;57
21351;2134996;21351;256
21352;21688;21352;150
21353;162160;21353;49
21354;32032;21354;150
21355;96100;21355;49
21356;40552;21356;49
21357;64072;21357;49
21358;72088;21358;49
21359;243304;21359;49
21360;21688;21360;150
21361;64084;21361;150
21362;36052;21362;57
21363;96136;21363;57
21364;21688;21364;150
21365;64096;21365;150
21366;61720;21366;101
21367;144232;21367;101
21368;30436;21368;49
21369;205396;21369;101
21370;32056;21370;49
21371;462184;21371;132
21372;81160;21372;49
21373;81160;21373;49
21374;410884;21374;101
21375;730456;21375;101
21376;21376;21376;75
21377;64132;21377;49
21378;32068;21378;150
21379;96208;21379;150
21380;250504;21380;163
21381;250504;21381;163
21382;250504;21382;163
21383;144340;21383;150
21384;21384;21384;119
21385;208384;21385;101
21386;32080;21386;119
21387;250504;21387;163
21388;24064;21388;119
21389;64168;21389;119
21390;494080;21390;75
21391;494080;21391;75
21392;21392;21392;49
21393;64180;21393;194
21394;54160;21394;194
21395;96280;21395;194
21396;21396;21396;49
21397;64192;21397;49
21398;48148;21398;49
21399;144448;21399;49
21400;21400;21400;49
21401;72232;21401;49
21402;32104;21402;49
21403;243808;21403;194
21404;146500;21404;194
21405;146500;21405;194
21406;146500;21406;194
21407;365776;21407;194
21408;21408;21408;75
21409;64228;21409;57
21410;32116;21410;49
21411;96352;21411;49
21412;40660;21412;49
21413;64240;21413;49
21414;48184;21414;49
21415;162628;21415;88
21416;21416;21416;75
21417;365956;21417;238
21418;32128;21418;75
21419;96388;21419;101
21420;34324;21420;101
21421;64264;21421;101
21422;72304;21422;101
21423;216916;21423;49
21424;21424;21424;31
21425;64276;21425;31
21426;36160;21426;31
21427;96424;21427;31
21428;21428;21428;31
21429;64288;21429;31
21430;81376;21430;194
21431;144664;21431;194
21432;21432;21432;31
21433;77272;21433;194
21434;32152;21434;31
21435;108520;21435;194
21436;695464;21436;194
21437;695464;21437;194
21438;695464;21438;194
21439;1564756;21439;75
21440;21440;21440;75
21441;64324;21441;101
21442;61072;21442;101
21443;96496;21443;101
21444;21444;21444;75
21445;64336;21445;75
21446;48256;21446;75
21447;144772;21447;49
21448;21448;21448;49
21449;108592;21449;57
21450;32176;21450;49
21451;96532;21451;49
21452;24136;21452;49
21453;64360;21453;49
21454;122200;21454;101
21455;217240;21455;101
21456;21456;21456;75
21457;64372;21457;49
21458;91672;21458;49
21459;96568;21459;49
21460;21460;21460;75
21461;64384;21461;75
21462;137536;21462;49
21463;144880;21463;49
21464;21464;21464;75
21465;72448;21465;75
21466;32200;21466;75
21467;163024;21467;49
21468;36232;21468;75
21469;64408;21469;75
21470;206368;21470;88
21471;326104;21471;88
21472;39364;21472;101
21473;122308;21473;49
21474;32212;21474;75
21475;96640;21475;75
21476;21476;21476;75
21477;64432;21477;75
21478;48328;21478;75
21479;244672;21479;194
21480;39364;21480;101
21481;412936;21481;150
21482;39364;21482;101
21483;392020;21483;101
21484;176740;21484;132
21485;176740;21485;132
21486;176740;21486;132
21487;367144;21487;132
21488;39364;21488;101
21489;64468;21489;101
21490;40804;21490;57
21491;96712;21491;57
21492;39364;21492;101
21493;64480;21493;101
21494;61216;21494;101
21495;145096;21495;101
21496;103336;21496;101
21497;137752;21497;194
21498;103336;21498;101
21499;122452;21499;101
21500;275560;21500;101
21501;275560;21501;101
21502;2092552;21502;194
21503;2480056;21503;194
21504;21504;21504;18
21505;64516;21505;75
21506;32260;21506;75
21507;96784;21507;75
21508;21508;21508;75
21509;64528;21509;75
21510;48400;21510;75
21511;145204;21511;75
21512;21512;21512;75
21513;108916;21513;75
21514;32272;21514;75
21515;96820;21515;75
21516;24208;21516;75
21517;64552;21517;75
21518;1276936;21518;194
21519;1276936;21519;194
21520;21520;21520;119
21521;64564;21521;75
21522;54484;21522;75
21523;96856;21523;75
21524;21524;21524;119
21525;64576;21525;119
21526;48436;21526;75
21527;145312;21527;75
21528;21528;21528;119
21529;118096;21529;101
21530;32296;21530;119
21531;785752;21531;106
21532;36340;21532;75
21533;64600;21533;75
21534;109024;21534;75
21535;620944;21535;101
21536;21536;21536;70
21537;1276936;21537;194
21538;32308;21538;119
21539;96928;21539;119
21540;32776;21540;150
21541;64624;21541;150
21542;48472;21542;150
21543;163600;21543;75
21544;21544;21544;70
21545;6810136;21545;194
21546;32320;21546;70
21547;96964;21547;150
21548;65608;21548;150
21549;65608;21549;150
21550;72736;21550;150
21551;262168;21551;88
21552;21552;21552;70
21553;65608;21553;150
